rowid,loan_range,business_name,address,city,state,zip,naics_code,naics_desc,business_type,race_ethnicity,gender,veteran,non_profit,jobs_reported,date_approved,lender,min_value,max_value
3238,"d $350,000-1 million",METRIC ROOFING OF SOUTHERN ARIZONA LLC,3811 W Lower Buckeye Rd,PHOENIX,AZ,85009,238160,Roofing Contractors,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,57,2020-05-01,"JPMorgan Chase Bank, National Association",350000,1000000
3239,"d $350,000-1 million","METRO ACCOUNTING AND PROFESSIONAL SERVICES, LLC",15655 W ROOSEVELT ST STE 201,GOODYEAR,AZ,85338,541219,Other Accounting Services,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,46,2020-04-06,"BOKF, National Association",350000,1000000
3240,"d $350,000-1 million","METRO CLEANING COMPANY, INC.",3420 E Shea Blvd #200,PHOENIX,AZ,85028,561720,Janitorial Services,Corporation,Unanswered,Unanswered,Unanswered,,84,2020-04-15,First Home Bank,350000,1000000
3241,"d $350,000-1 million",METRO COMMERCIAL PROPERTIES,1230 W WASHINGTON ST STE 203,TEMPE,AZ,85281,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Corporation,Unanswered,Unanswered,Unanswered,,26,2020-05-08,"Bank of America, National Association",350000,1000000
3242,"d $350,000-1 million",METRO VALUE PAINTING LLC,6914 E PARKWAY NORTE,MESA,AZ,85212,238320,Painting and Wall Covering Contractors,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,100,2020-04-15,"JPMorgan Chase Bank, National Association",350000,1000000
3243,"d $350,000-1 million",MEXKOR RESTAURANT GROUP LLC,15876 N 76Th St Suite 120 Suite 120,SCOTTSDALE,AZ,85260,722511,Full-Service Restaurants,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,,105,2020-04-10,FineMark National Bank & Trust,350000,1000000
3244,"d $350,000-1 million",MG CONSULTING GROUP LLC,3323 N CAMPBELL AVE STE 5,TUCSON,AZ,85719,561311,Employment Placement Agencies,Subchapter S Corporation,Hispanic,Male Owned,Non-Veteran,,54,2020-04-10,Commerce Bank of Arizona,350000,1000000
3245,"d $350,000-1 million",MGRM PINNACLE INC,2224 WEST SOUTHERN AVENUE SUITE 1,TEMPE,AZ,85282,611699,All Other Miscellaneous Schools and Instruction,Corporation,Unanswered,Unanswered,Unanswered,,,2020-05-03,"Wells Fargo Bank, National Association",350000,1000000
3246,"d $350,000-1 million","MHI RESIDENTIAL, INC.",1955 Commerce Center Cir Ste A,PRESCOTT,AZ,86301,999990,Unclassified,Corporation,Unanswered,Unanswered,Unanswered,,57,2020-04-05,Bank of Colorado,350000,1000000
3247,"d $350,000-1 million",MICAMP SOLUTIONS LLC,4021 N 75TH ST STE 101,SCOTTSDALE,AZ,85251,541110,Offices of Lawyers,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,50,2020-04-08,"BOKF, National Association",350000,1000000
3248,"d $350,000-1 million","MICHAEL J. VALENTE CONTRACTING, INC.",3635 S 43RD AVE,PHOENIX,AZ,85009,212321,Construction Sand and Gravel Mining,Corporation,Unanswered,Unanswered,Unanswered,,50,2020-04-28,BBVA USA,350000,1000000
3249,"d $350,000-1 million","MICHAELS WILDER, INC.",1929 LONE CACTUS DR,PHOENIX,AZ,85027,541810,Advertising Agencies,Corporation,White,Male Owned,Non-Veteran,,28,2020-04-06,Western Alliance Bank,350000,1000000
3250,"d $350,000-1 million",MICROBLEND INC.,1416 W SAN PEDRO ST Ste 101,GILBERT,AZ,85233,325510,Paint and Coating Manufacturing,Corporation,Unanswered,Unanswered,Unanswered,,22,2020-04-13,Bank of the West,350000,1000000
3251,"d $350,000-1 million","MICROWATT APPLICATIONS, LLC",7755 S RESEARCH DR,TEMPE,AZ,85284,334419,Other Electronic Component Manufacturing,Corporation,White,Male Owned,Non-Veteran,,34,2020-05-13,Regions Bank,350000,1000000
3252,"d $350,000-1 million","MIDWEST CONTRACTING, INC",16420 N THUNDERBIRD RD,MARICOPA,AZ,85139,238910,Site Preparation Contractors,Corporation,Unanswered,Unanswered,Unanswered,,30,2020-04-16,"JPMorgan Chase Bank, National Association",350000,1000000
3253,"d $350,000-1 million",MILANO MUSIC CENTER INC.,38 W Main Street,MESA,AZ,85201,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),Corporation,Unanswered,Male Owned,Non-Veteran,,50,2020-04-14,"Readycap Lending, LLC",350000,1000000
3254,"d $350,000-1 million","MILEMARKERS THERAPY, INC.",1515 N LAKE HAVASU AVE #100,LAKE HAVASU CITY,AZ,86404,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",Subchapter S Corporation,White,Female Owned,Non-Veteran,,81,2020-04-03,First Savings Bank,350000,1000000
3255,"d $350,000-1 million","MILESTONE PEDIATRICS, LLC",2175 North Alma School Rd STE A106,CHANDLER,AZ,85224,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,,150,2020-04-14,"Readycap Lending, LLC",350000,1000000
3256,"d $350,000-1 million",MILLER PITT FELDMAN AND MCANALLY PC,"1 South Church Avenue, Ste. 900",TUCSON,AZ,85701,541110,Offices of Lawyers,Corporation,Unanswered,Unanswered,Unanswered,,26,2020-04-11,"Zions Bank, A Division of",350000,1000000
3257,"d $350,000-1 million","MILLIGAN LAWLESS, P.C.","5050 North 40th Street, Suite 200",PHOENIX,AZ,85018,541110,Offices of Lawyers,Corporation,Unanswered,Unanswered,Unanswered,,23,2020-04-06,West Valley National Bank,350000,1000000
3258,"d $350,000-1 million","MIMT, LLC",5561 S. WILSON DR,CHANDLER,AZ,85249,484110,"General Freight Trucking, Local",Corporation,Unanswered,Unanswered,Unanswered,,25,2020-04-09,BMO Harris Bank National Association,350000,1000000
3259,"d $350,000-1 million","MIND STREAMS, LLC.",7227 N. 16th ST. STE 190,PHOENIX,AZ,85020,611710,Educational Support Services,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31,2020-04-28,Comerica Bank,350000,1000000
3260,"d $350,000-1 million",MIRABEL GOLF CLUB,37401 N Mirabel Club Dr,SCOTTSDALE,AZ,85262,713910,Golf Courses and Country Clubs,Corporation,Unanswered,Unanswered,Unanswered,,110,2020-04-06,MidFirst Bank,350000,1000000
3261,"d $350,000-1 million","MIRACK CONSTRUCTION, INC",1801 S JENTILLY LANE STE D18,TEMPE,AZ,85281,236210,Industrial Building Construction,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,10,2020-04-11,Sunwest Bank,350000,1000000
3262,"d $350,000-1 million",MIRASOL,3661 N Campbell Ave # 421,TUCSON,AZ,85719,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,,74,2020-04-14,"Readycap Lending, LLC",350000,1000000
3263,"d $350,000-1 million","MIRASOL DEVELOPMENT, LLC",1500 E Bethany Home Road Ste 200,PHOENIX,AZ,85014,238310,Drywall and Insulation Contractors,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,58,2020-04-10,Republic Bank of Arizona,350000,1000000
3264,"d $350,000-1 million",MISSION COMMUNITY CHURCH INC,4450 E ELLIOT RD,GILBERT,AZ,85234,813110,Religious Organizations,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,31,2020-05-03,"Bank of America, National Association",350000,1000000
3265,"d $350,000-1 million","MISSION NORTH RESTAURANT GROUP, LLC","7122 E GREENWAY PKWY, SUITE 104",SCOTTSDALE,AZ,85254,722511,Full-Service Restaurants,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,90,2020-04-08,"Academy Bank, National Association",350000,1000000
3266,"d $350,000-1 million",MISTAMERICA CORP.,15616 N 83rd Way,SCOTTSDALE,AZ,85260,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",Corporation,White,Male Owned,Unanswered,,29,2020-04-30,"JPMorgan Chase Bank, National Association",350000,1000000
3267,"d $350,000-1 million","MIXTURES PHARMACY, L.L.C.",16515 S 40TH ST STE 123,PHOENIX,AZ,85048,446110,Pharmacies and Drug Stores,Corporation,Unanswered,Unanswered,Unanswered,,16,2020-05-01,"JPMorgan Chase Bank, National Association",350000,1000000
3268,"d $350,000-1 million",MKS GRAPHICS INC,815 W UNIVERSITY DR STE 101,TEMPE,AZ,85281,323111,Commercial Printing (except Screen and Books),Corporation,Unanswered,Male Owned,Non-Veteran,,37,2020-04-07,BMO Harris Bank National Association,350000,1000000
3269,"d $350,000-1 million","MML MANAGEMENT, LLC",6964 E CENTURY PARK DR,TUCSON,AZ,85756,561110,Office Administrative Services,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,2020-04-12,Pacific Premier Bank,350000,1000000
3270,"d $350,000-1 million","MOBILE FORCE, LLC",4715 W. Buckeye Rd.,PHOENIX,AZ,85043,454310,Fuel Dealers,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,35,2020-04-27,Metro Phoenix Bank,350000,1000000
3271,"d $350,000-1 million","MOBILITY RESEARCH, INC.",444 W GENEVA DR,TEMPE,AZ,85282,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,27,2020-05-01,"JPMorgan Chase Bank, National Association",350000,1000000
3272,"d $350,000-1 million",MOBIVITY HOLDINGS CORP.,"55 N. Arizona Place, Suite 310 0.0",CHANDLER,AZ,85255,517919,All Other Telecommunications,Corporation,Unanswered,Unanswered,Unanswered,,41,2020-04-09,"JPMorgan Chase Bank, National Association",350000,1000000
3273,"d $350,000-1 million","MODERN GROUP, LLC",8271 E GELDING DR,SCOTTSDALE,AZ,85260,321918,Other Millwork (including Flooring),Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27,2020-04-07,First Fidelity Bank,350000,1000000
3274,"d $350,000-1 million",MODERN LIFT INC.,6080 S Masterson Ave,TUCSON,AZ,85706,423830,Industrial Machinery and Equipment Merchant Wholesalers,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,2020-04-30,Bank of the West,350000,1000000
3275,"d $350,000-1 million","MODERN VASCULAR OF GLENDALE, LLC",11851 N 51ST AVE STE F,GLENDALE,AZ,85304,621498,All Other Outpatient Care Centers,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,2020-04-06,Western Alliance Bank,350000,1000000
3276,"d $350,000-1 million",MOHAVE ACCELERATED ELEMENTARY SCHOOL INC,625 MARINA BLVD,BULLHEAD CITY,AZ,86442,541990,"All Other Professional, Scientific, and Technical Services",Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,54,2020-04-14,BBVA USA,350000,1000000
3277,"d $350,000-1 million",MOHAVE ACCELERATED LEARNING CENTER,625 MARINA BLVD,BULLHEAD CITY,AZ,86442,541990,"All Other Professional, Scientific, and Technical Services",Corporation,Unanswered,Unanswered,Unanswered,,78,2020-04-14,BBVA USA,350000,1000000
3278,"d $350,000-1 million","MOHAVE FORD II, LLC",2585 HIGHWAY 95,BULLHEAD CITY,AZ,86442,441110,New Car Dealers,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,57,2020-04-04,Glacier Bank,350000,1000000
3279,"d $350,000-1 million","MOHAVE FORD, LLC",3601 STOCKTON HILL RD,KINGMAN,AZ,86409,441110,New Car Dealers,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,60,2020-04-04,Glacier Bank,350000,1000000
3280,"d $350,000-1 million","MOLDWORX, LLC",1215 N. Acacia Dr,GILBERT,AZ,85233,334519,Other Measuring and Controlling Device Manufacturing,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,24,2020-04-11,MidFirst Bank,350000,1000000
3281,"d $350,000-1 million","MONARCH HOSPITALITY GROUP, LLC",6939 E 1ST AVE.,SCOTTSDALE,AZ,85251,722511,Full-Service Restaurants,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,60,2020-04-28,Western Alliance Bank,350000,1000000
3282,"d $350,000-1 million",MONTE VISTA HOTEL INC.,100 N SAN FRANCISCO ST,FLAGSTAFF,AZ,86001,721110,Hotels (except Casino Hotels) and Motels,Corporation,Unanswered,Unanswered,Unanswered,,75,2020-04-08,Western Alliance Bank,350000,1000000
3283,"d $350,000-1 million",MONTERO DRYWALL LLC,4750 S. LA CHOLLA BLVD,TUCSON,AZ,85746,236115,New Single-Family Housing Construction (except For-Sale Builders),Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,2020-04-30,"Wells Fargo Bank, National Association",350000,1000000
3284,"d $350,000-1 million",MONTIE LEE FARMS INC,6126 A W County 11th St,YUMA,AZ,85364,111219,Other Vegetable (except Potato) and Melon Farming,Corporation,Unanswered,Unanswered,Unanswered,,0,2020-04-27,"Farm Credit West, PCA",350000,1000000
3285,"d $350,000-1 million",MORE OPPORTUNITY REGARDING EDUCATION INC.,"7205 E SOUTHERN AVE, Ste 115",MESA,AZ,85209,624410,Child Day Care Services,Corporation,Unanswered,Unanswered,Unanswered,,96,2020-05-04,Fountainhead SBF LLC,350000,1000000
3286,"d $350,000-1 million",MOREX INVESTMENTS LLC,15563 E. Hwy 60,GOLD CANYON,AZ,85118,237110,Water and Sewer Line and Related Structures Construction,Corporation,Unanswered,Male Owned,Non-Veteran,,28,2020-04-13,"BOKF, National Association",350000,1000000
3287,"d $350,000-1 million","MORNING DEW LANDSCAPING, INC.",2684 E HUNTINGTON DR,FLAGSTAFF,AZ,86004,561730,Landscaping Services,Corporation,White,Male Owned,Non-Veteran,,80,2020-04-07,Western Alliance Bank,350000,1000000
3288,"d $350,000-1 million",MORRIS AG AIR SOUTHWEST LLC,3403 W 32ND ST #413,YUMA,AZ,85364,115111,Cotton Ginning,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33,2020-04-11,Glacier Bank,350000,1000000
3289,"d $350,000-1 million","MORRIS HALL, PLLC",7600 N 16TH ST STE 105,PHOENIX,AZ,85020,541110,Offices of Lawyers,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,21,2020-04-14,Arizona Bank & Trust,350000,1000000
3290,"d $350,000-1 million","MORRISON EDUCATION GROUP, INC.",2675 W Baseline Rd,PHOENIX,AZ,85041,611110,Elementary and Secondary Schools,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,48,2020-06-24,"Zions Bank, A Division of",350000,1000000
3291,"d $350,000-1 million",MOUNT GRAHAM FAMILY PRACTICE PLC,1300 S 20TH AVE,SAFFORD,AZ,85546,621111,Offices of Physicians (except Mental Health Specialists),Corporation,Unanswered,Unanswered,Unanswered,,36,2020-04-16,"JPMorgan Chase Bank, National Association",350000,1000000
3292,"d $350,000-1 million","MOUNTAIN VIEW RETIREMENT SERVICES, LLC",36590 N PIMA RD STE 3481,CAREFREE,AZ,85377,236115,New Single-Family Housing Construction (except For-Sale Builders),Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,27,2020-05-03,"Bank of America, National Association",350000,1000000
3293,"d $350,000-1 million",MOUNTAIN VIEW TOURS,4995 N CASA GRANDE HWY,TUCSON,AZ,85743,485510,Charter Bus Industry,Corporation,White,Male Owned,Non-Veteran,,92,2020-04-12,Bank of the West,350000,1000000
3294,"d $350,000-1 million",MOYES SELLERS & HENDRICKS LTD.,"1850 North Central Ave., Suite 1100",PHOENIX,AZ,85004,541110,Offices of Lawyers,Corporation,Unanswered,Male Owned,Unanswered,,18,2020-04-15,US Eagle FCU,350000,1000000
3295,"d $350,000-1 million","MPP MANAGEMENT, INC",230 s 49th,PHOENIX,AZ,85043,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,Corporation,White,Male Owned,Non-Veteran,,74,2020-04-08,Pony Express Bank,350000,1000000
3296,"d $350,000-1 million",MRC VSL HV MANAGEMENT LLC,8035 E BROWN RD,MESA,AZ,85207,623312,Assisted Living Facilities for the Elderly,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,77,2020-04-04,Cache Valley Bank,350000,1000000
3297,"d $350,000-1 million",MRM CONSTRUCTION SERVICES INC,4806 S 16TH ST,PHOENIX,AZ,85040,236220,Commercial and Institutional Building Construction,Corporation,Unanswered,Male Owned,Non-Veteran,,,2020-04-27,The Northern Trust Company,350000,1000000
3298,"d $350,000-1 million","MSS TECHNOLOGIES, INC.",7250 N 16TH ST STE 310,PHOENIX,AZ,85020,541618,Other Management Consulting Services,Employee Stock Ownership Plan(ESOP),Unanswered,Unanswered,Unanswered,,40,2020-04-15,Arizona Bank & Trust,350000,1000000
3299,"d $350,000-1 million","MUDSHARK PIZZA, INC.",210 SWANSON AV,LAKE HAVASU CITY,AZ,86403,722511,Full-Service Restaurants,Corporation,White,Male Owned,Non-Veteran,,80,2020-04-04,Horizon Community Bank,350000,1000000
3300,"d $350,000-1 million","MULTI-SPECIALTY PHYSICIANS, P.C.",15021 W. Bell Road,SURPRISE,AZ,85374,621111,Offices of Physicians (except Mental Health Specialists),Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,32,2020-05-05,Republic Bank of Arizona,350000,1000000
3301,"d $350,000-1 million",MUNDALL TRUCKING,2102 W. BASELINE RD,PHOENIX,AZ,85041,484220,"Specialized Freight (except Used Goods) Trucking, Local",Corporation,Unanswered,Unanswered,Unanswered,,0,2020-05-07,"Wells Fargo Bank, National Association",350000,1000000
3302,"d $350,000-1 million","MUSCULAR MOVING MEN, LLC","2950 E. MOHAWK LANE, SUITE 100",PHOENIX,AZ,85050,484110,"General Freight Trucking, Local",Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,55,2020-04-29,"Zions Bank, A Division of",350000,1000000
3303,"d $350,000-1 million","MUSEUM OF NORTHERN ARIZONA, INC.",3101 N. Fort Valley Road,FLAGSTAFF,AZ,86001,712110,Museums,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,45,2020-04-11,"Zions Bank, A Division of",350000,1000000
3304,"d $350,000-1 million","MUSGROVE ENTERPRISES, LLC",2003 West McDowell Road,PHOENIX,AZ,85009,325510,Paint and Coating Manufacturing,Limited  Liability Company(LLC),White,Male Owned,Veteran,,24,2020-04-12,BBVA USA,350000,1000000
3305,"d $350,000-1 million",MUSIC CELEBRATIONS INTERNATIONAL LLC,1440 S PRIEST DR suite 102,TEMPE,AZ,85281,561920,Convention and Trade Show Organizers,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,44,2020-04-04,Bell Bank,350000,1000000
3306,"d $350,000-1 million",MUTOH AMERICA INC,4405 E Baseline Rd Ste 120,PHOENIX,AZ,85042,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,Corporation,Unanswered,Unanswered,Unanswered,,35,2020-05-03,"Bank of America, National Association",350000,1000000
3307,"d $350,000-1 million","MW MORRISSEY CONSTRUCTION, LLC",3320 N Country Club Rd Ste 220,TUCSON,AZ,85716,236220,Commercial and Institutional Building Construction,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,34,2020-04-08,"JPMorgan Chase Bank, National Association",350000,1000000
3308,"d $350,000-1 million","MY COMPUTER WORKS, INC.",7975 N HAYDEN RD Suite C320,SCOTTSDALE,AZ,85258,811212,Computer and Office Machine Repair and Maintenance,Corporation,Unanswered,Unanswered,Unanswered,,53,2020-04-15,"Alerus Financial, National Association",350000,1000000
3309,"d $350,000-1 million","MY HOUSE, LLC","1819 E Southern Ave , D21",MESA,AZ,85204,621610,Home Health Care Services,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,215,2020-05-01,"JPMorgan Chase Bank, National Association",350000,1000000
3310,"d $350,000-1 million",MY SUPPLIES ON LINE,4130 VAN BUREN ST,PHOENIX,AZ,85008,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,Corporation,Unanswered,Unanswered,Unanswered,,,2020-05-03,"Wells Fargo Bank, National Association",350000,1000000
3311,"d $350,000-1 million","MYNDSHFT TECHNOLOGIES, INC",3256 N Higley Rd,MESA,AZ,85215,518210,"Data Processing, Hosting, and Related Services",Corporation,Unanswered,Unanswered,Unanswered,,,2020-04-07,Gateway Commercial Bank,350000,1000000
3312,"d $350,000-1 million",N & L INVESTMENT CORP,6801 E Ponderosa Lane,KINGMAN,AZ,86401,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Corporation,White,Female Owned,Unanswered,,72,2020-04-16,United Community Bank,350000,1000000
3313,"d $350,000-1 million","N.J. SHAUM & SON, INC. ELECTRICAL CONTRACTORS",300 S. BABBITT DR Suite 1,FLAGSTAFF,AZ,86001,238210,Electrical Contractors and Other Wiring Installation Contractors,Corporation,Unanswered,Unanswered,Unanswered,,37,2020-04-07,Western Alliance Bank,350000,1000000
3314,"d $350,000-1 million","NAC HOLDING COMPANY, LLC",4020 North Va De Cuerns,TUCSON,AZ,85718,722511,Full-Service Restaurants,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,2020-06-01,"Washington Federal Bank, National Association",350000,1000000
