combined_type	seqnos	calltype	responsible_company	responsible_org_type	responsible_city	responsible_state	responsible_zip	source	date_received	date_complete	description_of_incident	type_of_incident	incident_cause	incident_dtg	incident_location	location_address	location_street1	location_nearest_city	location_state	location_county	location_zip	potential_flag	distance_from_location	incident_date	incident_time	has_lat_long	fire_involved	any_evacuations	any_injuries	number_injured	any_fatalities	number_fatalities	any_damages	air_corridor_closed	waterway_closed	road_closed	media_interest	medium_desc	body_of_water	release_secured	desc_remedial_action	weather_conditions	water_supply_contaminated	additional_info	state_agency_notified	federal_agency_notified	az_incident
ALL TABLES	508990	INC	CALJET	PRIVATE ENTERPRISE	PHOENIX	AZ	85043	UNAVAILABLE	1999-12-14	1999-12-14	8 INCH ABOVE GROUND PIPELINE / IT APPEARS THAT THE PIPE VIBRATEDAGAINST A ROCK WHICH EVENTUALLY CAUSED A HOLE TO DEVELOP	PIPELINE	OTHER	DISCOVERED		125 NORTH 53RD AVE		PHOENIX	AZ	MARICOPA	85043			1999-12-14	05:30:00	N	N	N	U		U		N	N	N	N		LAND		U	THE RELEASE HAS BEEN SECURED / A CONTRACTOR CLEANED UP THE FREE LIQUIDAND EXCAVATED THE CONTAMINATED SOIL / THE LINE HAS BEEN REPAIRED		U	FIRE DEPT CASE # 190192 / THE CALLER HAD NO OTHER INFORMATION			Y
ALL TABLES	509054	INC	PRO PETROLEUM CO.	PRIVATE ENTERPRISE	PHOENIZ	AZ	85009	UNAVAILABLE	1999-12-15	1999-12-15	"TANKER TRUCK / TRUCK RAN OVER AN EMBANKMENT AND EXPLODED / CAUSE UNKTRUCK IS A HAZMAT CARRIER ""CARGO IS DIESEL"""	MOBILE	TRANSPORT ACCIDENT	OCCURRED		HWY 87		PAYSON	AZ	GILA			5 MI S	1999-12-12	00:01:00	N	N	N	Y	1	U		Y	N	N	Y		UNKNOWN		U	LEPC NOTIFIED & WAS ON SCENE /FD STATE & LOCAL AUTH. ALL WERE ON SCENEENVIRONMENTAL RESPONSE SERVICE DID CLEAN UP/DAMAGES OVER $50,000		U	TEMP: UNK / ROAD CONDITIONS DRY/ DRIVER WAS INJURED AND TAKEN TO LOCALHOSP / ROAD CLOSED ABOUT 3 HOURS/ CALLER HAD NO ADDITIONAL INFORMATION			Y
ALL TABLES	509208	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	1999-12-16	1999-12-16	AN EMISSION OCCURRED DUE TO NORMAL START UP PROCEDURES	FIXED	OTHER	OCCURRED		BOX 700	APACHE POWDER ROAD	BENSON	AZ	COCHISE	85602			1999-12-16	10:30:00	N	N	N	U		U		N	N	N	N		AIR		U	NONE / THE RELEASE IS OVER		U	NO OFFSITE IMPACT REPORTED / WILL NOTIFY THE SERC AND COUNTY / THECALLER HAD NO OTHER INFORMATION			Y
ALL TABLES	509240	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	1999-12-16	1999-12-16	MATERIAL RELEASED DUE TO START UP OF NUMBER 4 ACID PLANT	FIXED	OTHER	OCCURRED		NUMBER 4 PLANT		BENSON	AZ	COCHISE				1999-12-16	14:10:00	N	N	N	U		U		N	N	N	N		AIR		U	NONE		U	WILL NOTIFY ARIZONA EMERGENCY RESPONSE HOTLINE			Y
ALL TABLES	509253	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	1999-12-16	1999-12-16	NITRIC PLANT / A FLANGE DEVELOPED A LEAK; AS A RESULT, 10 LBS OF NITRICOXIDE WAS RELEASED	FIXED	EQUIPMENT FAILURE	OCCURRED		APACHE POWDER RD		BENSON	AZ	COCHISE	85602			1999-12-16	16:00:00	N	N	N	U		U		N	N	N	N		AIR		U	THE RELEASE WAS SECURED		U	WILL NOTIFY:SERC, LEPC			Y
ALL TABLES	509558	INC	ASARCO	PRIVATE ENTERPRISE	HAYDEN	AZ		UNAVAILABLE	1999-12-20	1999-12-20	KO GAS REHEATER / CRACK IN BRICK LINING CAUSED CORROSION ON THE SHELL	FIXED	EQUIPMENT FAILURE	OCCURRED		640 ASARCO AVE		HAYDEN	AZ	GILA				1999-12-20	07:30:00	N	N	N	U		U		N	N	N	N		AIR		U	GREATER THAN ONE POUND RELEASED AT TIME OF CALL / WILL SHUT DOWN THEPLANT TO REPAIR THE EQUIPMENT/ESTIMATED TIME OF REPAIR IS WITHIN 24 HRS		U	RELEASE DURATION:ONGOING / CALLER WILL NOTIFY:STATE DEQ AND COUTNY LEPC/ NO ADDITIONAL INFORMATION			Y
ALL TABLES	509583	INC	SUN WEST AVIATION	PRIVATE ENTERPRISE	TUSCON	AZ	85706	UNAVAILABLE	1999-12-20	1999-12-20	FILTER VESSEL ON FUEL TANKER TRUCK/FILTER VESSEL SPRUNG A LEAK(2500GAL CAPACITY)	MOBILE	EQUIPMENT FAILURE	OCCURRED		6790 SOUTH APRON DRIVE		TUSCON	AZ	PIMA	85706			1999-12-20	17:00:00	N	N	N	U		U		N	N	N	N		LAND		U	DIKES ARE BEING USED TO CONTAIN AND A VAC TRUCK WAS USED TO CLEAN UPSOME MATERIAL/ABSORBENT USED ON REMAINDER		U	SIZE OF IMPACTED AREA:50FT X 200FT CRESCENT SHAPEWILL CALL: DEQ			Y
ALL TABLES	515005	INC		PRIVATE ENTERPRISE		AZ		UNAVAILABLE	1999-12-21	1999-12-21	FREIGHT TRAIN DERAILMENT / NINE CARS AND ZERO ENGINES DERAILED DUE TO AN UNKNOWN CAUSE	RAILROAD NON-RELEASE	UNKNOWN	OCCURRED	AT THE COUNTY LINE / PARALLEL TO COUNTY ROAD SSR 238			ENID	AZ	PINAL				1999-12-21	07:30:00	N	N	N	N		N		U	N	N	N	NONE			U			U	THE DERAILED CARS CONTAINED GRAIN / 8 OF THE CARS ARE ON THEIR SIDES / THE CALLER DID NOT HAVE THE DERAILED CAR NUMBERS			Y
ALL TABLES	515175	INC	YELLOW HORSE INDUSTRIES	PRIVATE ENTERPRISE	PHOENIX	AZ		UNAVAILABLE	1999-12-22	1999-12-22	THE MATERIAL SPILLED FROM AN ABOVE GROUND STORAGE TANK BECAUSE THERE WAS NO RETURN LINE FROM THE BOILER TO THE EAST STORAGE TANK.	STORAGE TANK	OPERATOR ERROR	DISCOVERED		KAIBETO BOARDING SCHOOL	US HWY 98	KAIBETO	AZ	COCONINO				1999-12-18	08:00:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	MATERIAL CONTAINED, REPAIRS MADE,ISOLATED AREA		U	150 TO 200 GALLONS SPILLED	NAVAJO AREA ENVIRONMENTAL SVCS	BIA	Y
ALL TABLES	515359	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	1999-12-23	1999-12-23	STACK / RELEASE OCCURRED DUE TO NORMAL START UP	FIXED	OTHER	OCCURRED			APACHE POWDER ROAD	BENSON	AZ	COCHISE	85602			1999-12-23	20:50:00	N	N	N	U		U		N	N	N	N		AIR		U	RELEASE WAS SECURED ONCE THE STARTUP WAS COMPLETED		U	WILL NOTIFY: AZ EMERGENCY RESPONSE HOTLINE / COCHISE CNTY			Y
ALL TABLES	515527	INC	HIGH QUALITY INC.	PRIVATE ENTERPRISE	TEMPE	AZ	85282	UNAVAILABLE	1999-12-27	1999-12-27	CALLER STATED THAT THE R/P DOES NOT HAVE AN OPERATIONAL RECOVERY UNIT FOR CONTAINING OLD REFRIGERATED	FIXED	DUMPING	OCCURRED		610 WEST BROADWAY	SUITE 113	TEMPE	AZ	MARICOPA	85282			1999-12-27	00:00:00	N	N	N	N		N		N	N	N	N	NONE	AIR		U	NONE		U				Y
ALL TABLES	515547	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	1999-12-27	1999-12-27	NORMAL RELEASE AS PART OF THE NORMAL START UP PROCEDURE WHICH WAS RESULT OF POWER OUTTAGE DUE TO OUTSIDE SOURCE OF TROUBLE	FIXED	OTHER	OCCURRED	APACHE NITROGEN PRODUCTS PLANT	BOX 700	1436 SOUTH APACHE POWDER ROAD	BENSON	AZ	COCHISE	85602			1999-12-27	02:30:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y	CONTINUED START UP	CLEAR	U		WILL CALL:SERC  /  COCHISE EMERGENCY SVS		Y
ALL TABLES	515549	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	1999-12-28	1999-12-28	RELEASE FROM STACK DUE TO NORMAL START UP / THERE WAS A POWER FAILURE WHICH SHUT THE PLANT DOWN AND NOW IT HAS BEEN RESTARTED	FIXED	OTHER	OCCURRED		1436 SOUTH APACHE POWDER RD		BENSON	AZ	COCHISE	85602			1999-12-27	22:28:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y	ONCE THE PLANT WAS UP AND RUNNING THE EMISSIONS DROPPED		U	THE 150 POUNDS REPORTED WAS FRO THE COMBINATION OF BOTH NITROGEN DIOXIDE AND NITROGEN OXIDE/ LOCAL AUTHORITIES WILL BE NOTIFIED			Y
ALL TABLES	515745	INC	UNION PACIFIC	PRIVATE ENTERPRISE	ST. LOUIS	MO	63104	UNAVAILABLE	1999-12-30	1999-12-30	FREIGHT TRAIN DERAILMENT / CAUSE UNKNOWN	RAILROAD NON-RELEASE	UNKNOWN	DISCOVERED	RAIL ROAD			SIERRA VISTA	AZ	SANTA CRUZ				1999-12-30	00:20:00	N	N	N	N		N		N	N	N	N	NONE	RAIL REPORT (N/A)		U	NONE		U		AZ PUBLIC SAFETY, CORP. COMMISION		Y
ALL TABLES	515830	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	1999-12-30	1999-12-30	STARTUP OF A NITRIC ACID PLANT CAUSED RELEASE	FIXED	EQUIPMENT FAILURE	OCCURRED	PLANT LOCATED IN BENSON AR	9 MILES SOUTH OF BENSON		BENSON	AZ	COCHISE				1999-12-30	18:30:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y	RELEASE SECURED	CLEAR	U		COUNTY EMERGENCY SERVICE		Y
ALL TABLES	516075	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	2000-01-03	2000-01-03	THE MATERIAL RELEASED DURING NORMAL START UP PROCEDURES FOR THE PLANT.	FIXED	OTHER	OCCURRED		1436 SOUTH APACHE POWDER	ROAD	BENSON	AZ	COCHISE	85602			2000-01-03	15:13:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y			U	THE RELEASE WAS SECURED AT 1315.  WILL NOTIFY THE STATE AND COUNTY.			Y
ALL TABLES	516150	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	2000-01-04	2000-01-04	STACK / OCCURRED DURING NORMAL START UP PROCEDURES	FIXED	OTHER	OCCURRED	NUMBER THREE ACID PLANT	1436 SOUTH APACHE POWDER ROAD		BENSON	AZ	COCHISE	85602			2000-01-04	14:30:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y			U	CALLER WILL NOTIFY:COUNTY AND STATE EMERGENCY HOTLINE			Y
ALL TABLES	516492	INC	COCOMNINO COUNTY JAIL	LOCAL GOVERNMENT	FLAGSTAFF	AZ	86001	UNAVAILABLE	2000-01-08	2000-01-08	BASEMENT TANK SPILLED	FIXED	UNKNOWN	OCCURRED		211 N AGASSIZ		FLAGSTAFF	AZ	COCONINO	86001			2000-01-08	17:13:00	N	N	N	N		N		N	N	N	N	NONE	WATER		U	WASTEWATER HAS BEEN CONTACTED/ HAZMAT TEAM IS ATTEMPTING TO ABSORB SPILL		U				Y
ALL TABLES	516493	INC	BNSF RAILROAD	PRIVATE ENTERPRISE	FORT WORTH	TX	76138	UNAVAILABLE	2000-01-08	2000-01-08	VEHICLE STRUCK AT TRAIN GRADE CROSSING/ DRIVER OF CAR WAS TALKING ON A CELL PHONE	RAILROAD NON-RELEASE	OTHER	OCCURRED	GRADE CROSSING DOT#025302Y			WILLIAMS	AZ	COCONINO	76138			2000-01-08	11:15:00	N	N	N	N		Y	1	N	N	N	N	NONE			U			U		AZ CORPORATE COMMISSION		Y
ALL TABLES	516581	INC	GENSCO	PRIVATE ENTERPRISE		XX		UNAVAILABLE	2000-01-10	2000-01-10	SEMI TRUCK / DRIVER RAN OVER AN OBJECT IN THE ROAD AND BROKE  CROSSOVER LINE	MOBILE	OTHER	OCCURRED		EXIT 198 EAST BOUND ON I-40		FLAGSTAFF	AZ	COCONINO	86001			2000-01-10	07:00:00	N	N	N	N		N		N	N	N	N	NONE	SOIL		U	CONTRACTOR WILL BE HIRED: LAID LAW ENVIRONMENTAL WILL BE NOTIFIED FOR CLEANUP	CLEAR	U		AZ DEP: 602-2572330		Y
ALL TABLES	516619	INC	HILL BROTHERS CHEMICALS	PRIVATE ENTERPRISE	PHOENIX	AZ	85019	UNAVAILABLE	2000-01-10	2000-01-10	"BLEACH BATCH TANK / A CHLORINE ""BLEED"" LINE DEVELOPED A LEAK; AS A RESULT, LESS THAN 10 LBS OF CHLORINE WAS RELEASED TO THE ATMOSPHERE"	FIXED	OTHER	OCCURRED		4450 N 42 AVE		PHOENIX	AZ	MARICOPA	85019			2000-01-10	15:30:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y	THE RELEASE WAS SECURED		U	THE CALLER WILL NOTIFY THE SERC	LEPC		Y
ALL TABLES	516634	INC		UNKNOWN		XX		UNAVAILABLE	2000-01-10	2000-01-10	CALLER DISCOVERED A POND IN DESERT AREA NEAR HIS RESIDENCE THAT HAS ALOT OF OIL IN IT AND NOTICED THAT SOME DUCKS ARE COVERED WITH THE OIL ALSO	UNKNOWN SHEEN	UNKNOWN	DISCOVERED		OFF EAST SIDE OF SILVERBELL	RD BETWENN INA RD AND	TUSCON	AZ	PIMA				2000-01-10	14:30:00	N	N	N	N		N		N	N	N	N	NONE	WATER	UNNAMED POND NEAR SILVERBELL LAKE	U	NONE		N				Y
ALL TABLES	516693	INC	SQ VMA242	FEDERAL GOVERNMENT	MARIMAR	CA		UNAVAILABLE	2000-01-11	2000-01-11	F18 AIRCRAFT / PLANE CRASHED DUE TO UNKNOWN CAUSES	AIRCRAFT	UNKNOWN	OCCURRED		BARRY GOLDWATER RANGE		PACNA	AZ	YUMA	85369			2000-01-10	15:00:00	Y	Y	N	Y	2	N		N	N	N	N	NONE	SOIL		U	ISOLATED AREA,CLEAN UP UNDERWAY/ 2 PEOPLE TAKE TO HOSP FOR PRECAUTIONARY MEASURES/INJURIES DUE TO ACCIDENT NOT THE RELEASE	SUNNY	U	CALLER WILL NOTIFY: ADEQ/			Y
ALL TABLES	516711	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	2000-01-11	2000-01-11	A VENT ON THE NITRIC ACID PLANT VENTED DURING THE PLANT START-UP PROCESS	FIXED	OTHER	OCCURRED		1436 SOUTH APACHE POWDER ROAD		BENSON	AZ	COCHISE	85602			2000-01-11	20:10:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y	NONE / PART OF NORMAL START-UP PROCESS	CLEAR	U	NO OFFSITE IMPACT REPORTED	WILL NOTIFY AZ EMERG RESP		Y
ALL TABLES	516717	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	2000-01-12	2000-01-12	PLANT STARTUP / VENT RELEASED MATERIAL	FIXED	OTHER	OCCURRED	AOP4 UNIT	1436 SOUTH APACHE POWDER ROAD		BENSON	AZ	COCHISE	85602			2000-01-11	23:15:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y	FINISHED START UP PROCESS WHICH BROUGHT EMISSIONS UNDER CONTROL	CLEAR	U	WILL NOTIFY: AZ EMERG. RESPONSE	LEPC		Y
ALL TABLES	516804	INC		UNKNOWN		XX		UNAVAILABLE	2000-01-12	2000-01-12	BURNING LANDFILL IN NACO, SONORA, MEXICO	FIXED	UNKNOWN	DISCOVERED	LANDFILL	3/4 MILE ESE NACO ARIZ PORT	OF ENTRY 3867 SOUTH TOWNER	NACO	AZ	COCHISE	85620			2000-01-12	08:00:00	N	Y	N	N		N		N	N	N	N	NONE	AIR		N	MAKING LOCAL CONTACTS ACROSS BORDER. RESPONDING WITH AIR QUALITY TEAM	CLEAR	U	CUSTOMS INSPECTORS COMPLAINED OF NOXIOUS FUMES FROM BURNING MEXICAN LANDFILL			Y
ALL TABLES	516833	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	2000-01-12	2000-01-12	NORMAL START UP OF NUMBER 4 ACID PLANT	FIXED	OTHER	OCCURRED		1436 SOUTH APACHE POWDER ROAD		BENSON	AZ	COCHISE	85602			2000-01-12	17:08:00	N	N	N	N		N		N	N	N	N	NONE	AIR		U	NONE	CLEAR	U	RELEASE WAS 150 POUNDS COMBINED MATERIALS	SERC / LEPC		Y
ALL TABLES	516978	INC		UNKNOWN		XX		UNAVAILABLE	2000-01-14	2000-01-14	UNKNOWN SOURCE/HISTORIC SPILL SIGHT DATING BACK FROM 1988	UNKNOWN SHEEN	UNKNOWN	DISCOVERED		MILLER CREEK		PRESCOTT	AZ	YAVAPAI				2000-01-14	00:00:00	N	N	N	N		N		N	N	N	N	NONE	WATER	MILLER CREEK	N	ADEQ IS HANDLING CLEANUP/CALLER IS REPORTING TO NRC AS MILLER CREEK IS LISTED AS FEDERAL WATERWAY		N		ADEQ		Y
ALL TABLES	517003	INC	EMBRY-RIDDLE AREONAUTICAL FACITLIY	PRIVATE ENTERPRISE	PRESCOTT	AZ	86301	UNAVAILABLE	2000-01-14	2000-01-14	CALLER STATES:SUSPECTED RESPONSBILE PARTY IS DUMPING AVIATION FUEL FROM THE AIRPLANES / CALLER ESTIMATES 2000 GALLONS A YEAR IS DUMPED	AIRCRAFT	DUMPING	DISCOVERED	OVER THE TAR MAC	3200 WILLOW CREED ROAD		PRESCOTT	AZ	YAVAPAI	86301			2000-01-14	12:00:00	N	N	N	N		N		N	N	N	N	NONE	LAND		U			U	CALLER STATES:GASOLINE IS AFFECTING STUDENTS AND EMPLOYEES / THIS HAS BEEN OCCURRING SINCE 1978			Y
ALL TABLES	517019	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	2000-01-15	2000-01-15	STACK / NORMAL START UP	FIXED	OTHER	OCCURRED		1436 SOUTH APACHE POWDER ROAD		BENSON	AZ	COCHISE	85602			2000-01-15	00:40:00	N	N	N	N		N		N	N	N	N	NONE	AIR		U	NONE		U				Y
ALL TABLES	517185	INC	MUNICIPALITY OF NACO, SONORA	UNKNOWN		XX		UNAVAILABLE	2000-01-18	2000-01-18	THERE IS A FIRE AT A LANDFILL IN NACO SONORA, MX / THE SMOKE AND FUMES ARE CURRENTLY IMPACTING THE US CUSTOMS PORT OF ENTRY / THIS IS THE SECOND OCCURANCE, THIS WAS ALSO REPORTED LAST WEEK	FIXED	OTHER	DISCOVERED	LANDFILL ADDRESS UNKNOWN, 1.75 MILES ESE OF OF THE CUSTOMS FACILITY	3867 SOUTH TOWNER AVE	US CUSTOMS PORT OF ENTRY	NACO	AZ	COCHISE	85620			2000-01-17	11:16:00	N	Y	N	N		N		N	N	N	N	NONE	AIR		U	INVESTIGATION UNDERWAY	PARTLY CLOUDY	U	AZ HAZARDOUS AIR RESPONSE TEAM WILL RESPOND / WILL CONTACT NACO MUNICIPAL GOVERNMENT, THE SIUE, AND SEMARNAP PROFEPA			Y
ALL TABLES	517195	INC	PHOENIX SEMI CONDUCTOR INC	PRIVATE ENTERPRISE	TEMPE	AZ	85281	UNAVAILABLE	2000-01-18	2000-01-18	THE CALLER STATED THAT THE RP IS ILLEGALLY DUMPING CHEMICALS INTO DRAINS AND SEWERS.	FIXED	DUMPING	DISCOVERED	MUCH OF THE DUMPING OCCURS IN THE BACK OF THE PROPERTY.	1706 WEST 10TH PLACE		TEMPE	AZ	MARICOPA	85281			2000-01-18	08:00:00	N	N	N	N		N		N	N	N	N	NONE	WATER		N			U	THE CALLER STATED THAT THE DUMPING HAS OCCURRED FOR ONE YEAR.  THERE ARE NUMEROUS OTHER INFRACTIONS THAT OCCUR AT THE FACILTY.			Y
ALL TABLES	517362	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	2000-01-20	2000-01-20	PROCESS LINE GASKET FAILED	FIXED	EQUIPMENT FAILURE	OCCURRED	COMPRESSOR END OF PLANT	1436 SOUTH APACHE POWDER ROAD		BENSON	AZ	COCHISE	85602			2000-01-20	09:00:00	N	N	N	N		N		N	N	N	N	NONE	OTHER		Y	PLANT WAS SHUT DOWN AND LIQUID WAS NEUTRALIZED	CLEAR	U	CALLER SAYS RQ WAS NOT EXCEEDED ON THE MATERIALS RELEASED			Y
ALL TABLES	517411	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	2000-01-20	2000-01-20	RELEASE OCCURRED DURING START-UP OF NITRIC PLANT	FIXED	OTHER	OCCURRED	APACHE NITROGEN PRODUCTS	1436 SOUTH APACHE POWDER ROAD		BENSON	AZ	COCHISE	85602			2000-01-20	16:40:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y	COMPLETED STARTUP	CLEAR	U		COCHI8E EMS    SERC		Y
ALL TABLES	517436	INC	DOI BUREAU OF RECLAMATION	FEDERAL GOVERNMENT	YUMA	AZ	85366	UNAVAILABLE	2000-01-21	2000-01-21	DREDGE / EQUIPMENT FAILURE	VESSEL	EQUIPMENT FAILURE	OCCURRED		LAUGHLIN LAGOON		LAUGHLIN	NV	CLARK				2000-01-21	01:30:00	N	N	N	N		N		N	N	N	N	NONE	WATER	LAUGHLIN LAGOON	Y	BOOMS APPLIED,ABSORBENTS APPLIED,CLEANUP COMPLETED	PARTLY CLOUDY	U	CALLER WILL NOTIFY: NV DEP			Y
ALL TABLES	517542	INC		PRIVATE CITIZEN	PHOENIX	AZ		UNAVAILABLE	2000-01-22	2000-01-22	DURING A PHASE TWO ASSESSMENT OF A PROPERTY A CONSULTANT DISCOVERED SOME DRUMS WHICH CONTAIN DICHLOROPROPENE/ DRUMS APPEAR TO BE LEAKING AND  SOIL SAMPLING REVEALED HIGH LEVELS OF DICHOLORPROPENE	FIXED	UNKNOWN	DISCOVERED	.5 MILES EAST OF THE CORNER OF NORTHERN AND LITCHFIELD PARK	LARGE RANCH		LITCHFIELD PARK	AZ	MARICOPA				2000-01-21	16:00:00	N	N	N	N		N		N	N	N	N	NONE	LAND		U	CONSULTANTS ARE ON THE WAY TO THE PROPERTY TO SEE IF THERE IS A REPORTABLE QUANTITY RELEASED / WILL CLEAN UP DRUMS AND REMOVE THEM AND THE SATURATED SOIL		U		AZ DEQ		Y
ALL TABLES	517631	INC	FARMLAND INDUSTRIES	PRIVATE ENTERPRISE	ENID	OK		UNAVAILABLE	2000-01-23	2000-01-23	TANK CAR / LEAKING A VAPOR / A LOOSE PRESSURE PLATE CAUSED THE MATERIAL TO RELEASE	RAILROAD	UNKNOWN	DISCOVERED	TUSCON YARD TRACK 23	1255 SOUTH CAMPBELL AVE		TUSCON	AZ	PIMA				2000-01-23	15:50:00	N	N	N	N		N		N	N	N	N	NONE	AIR		U	ISOLATED THE CAR AND CONTACTED THE SHIPPER TO HAVE IT REPAIRED	PARTLY CLOUDY	U	SMALL LEAK ON THE FREIGHT CAR / ONLY CAR ON THE SIDING			Y
ALL TABLES	517635	INC		UNKNOWN		XX		UNAVAILABLE	2000-01-23	2000-01-23	OPERATOR 2 FOUND AN ACCIDENT WHERE A VEHICLE STRUCK A GATE CONTROL BOX AND A BROWN RESIN SUBSTANCE SPLASHED INTO THE IRRIGATION CANALS AND AN OVERFLOW BASIN LEADING TO THE SALT RIVER	MOBILE	UNKNOWN	DISCOVERED	ON THE WATER /  WATER TREATMENT PARTY	91ST AVE WASTE WATER TREATMENT PLANT	5615 SOUTH 91ST AVE	TOLLESON	AZ	MARICOPA	85353			2000-01-23	16:15:00	N	N	N	N		N		N	N	N	N	NONE	WATER	SALT RIVER / SRP IRRIGATION CANAL	Y	"""SAFETY CLEAN""  CONTRACTED TO COME AND CLEAN UP THE MATERIAL / SOMEONE HAD KICKED DIRT AROUND IT TO TRY AND COVER UP"	CLEAR	U	WILL CONTACT EVERYONE WHO CAME IN AND OUT TODAY TO SEE WHAT THE MATERIAL MIGHT HAVE BEEN	WILL NOTIFY AZ DEQ AND SRP		Y
ALL TABLES	517877	INC	PRECISION MARINE	PRIVATE ENTERPRISE	TONTO NATIONAL PARK	AZ		UNAVAILABLE	2000-01-26	2000-01-26	THE CALLER STATED THAT THE WASH THE BOTTOM OF THE BOATS WITH ACID AND RINSE IT ONTO THE BOAT RAMP.  ALSO THE RP HAS LEAKING LEACH FIELDS.	FIXED	OTHER	DISCOVERED		SAQUARO LAKE		TONTO NATIONAL PARK	AZ	MARICOPA				2000-01-26	10:00:00	N	N	N	N		N		N	N	N	N	NONE	WATER	SAQUARO LAKE	N			U	THE CALLER STATED THAT THIS HAS OCCURRED FOR AT LEAST ONE YEAR.			Y
ALL TABLES	517998	INC	NORTH STAR STEEL	PRIVATE ENTERPRISE	KINGMAN	AZ	86413	UNAVAILABLE	2000-01-27	2000-01-27	AN OPERATOR WAS TRANSFERING MATERIAL FROM ONE TOTE TO ANOTHER / THE OPERATOR WALKED AWAY AND THE TOTE OVERFILLED	FIXED	OPERATOR ERROR	OCCURRED		3000 HWY 66 S		KINGMAN	AZ	MOHAVE	86413			2000-01-27	14:45:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	ABSORBENTS APPLIED,EXCAVATED SOIL,SECURED OPERATIONS,CLEAN UP UNDERWAY	CLEAR	U	WILL NOTIFY THE LEPC / THE CALLER HAD NO OTHER INFORMATION	DEQ		Y
ALL TABLES	518013	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	2000-01-27	2000-01-27	THE MATERIAL RELEASED TO THE FLARE STACK DUE TO PLANT START UP PROCEDURES	FIXED	OTHER	OCCURRED		1436 SOUTH APACHE POWDER ROAD		BENSON	AZ	COCHISE	85602			2000-01-27	16:13:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y		UNKNOWN	U	WILL NOTIFY THE STATE / NO OFFSITE IMPACT REPORTED / THE CALLER HAD NO OTHER INFORMATION	LEPC		Y
ALL TABLES	518016	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ	85602	UNAVAILABLE	2000-01-28	2000-01-28	PLANT STARTUP / MATERIAL VENTED TO STACK AS PART OF STARTUP	FIXED	OTHER	OCCURRED	AOP #4	1436 SOUTH APACHE POWDER ROAD		BENSON	AZ	COCHISE	85602			2000-01-27	20:19:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y	STARTUP PROCESS COMPLETE	CLEAR	U		COUNTY EMERG. SERV. / AZ EMERG. HOTLINE		Y
