original order	Original	PACEIndicator	Report date	County	Enrollment	orig total
1698	FIDELIS CARE AT HOME	Partial capitation	MARCH 1, 2013	OSWEGO	5.0	4359.0
1699	FIDELIS CARE AT HOME	Partial capitation	MARCH 1, 2013	RENSSELAER	17.0	4359.0
1700	FIDELIS CARE AT HOME	Partial capitation	MARCH 1, 2013	ROCKLAND	221.0	4359.0
1701	FIDELIS CARE AT HOME	Partial capitation	MARCH 1, 2013	SCHENECTADY	12.0	4359.0
1702	FIDELIS CARE AT HOME	Partial capitation	MARCH 1, 2013	SUFFOLK	6.0	4359.0
1703	FIDELIS CARE AT HOME	Partial capitation	MARCH 1, 2013	SULLIVAN	1.0	4359.0
1704	FIDELIS CARE AT HOME	Partial capitation	MARCH 1, 2013	ULSTER	14.0	4359.0
1705	FIDELIS CARE AT HOME	Partial capitation	MARCH 1, 2013	WARREN	1.0	4359.0
1706	FIDELIS CARE AT HOME	Partial capitation	MARCH 1, 2013	WASHINGTON	7.0	4359.0
1707	FIDELIS CARE AT HOME	Partial capitation	MARCH 1, 2013	WESTCHESTER	5.0	4359.0
1709	GUILDNET	Partial capitation	MARCH 1, 2013	NASSAU	587.0	11424.0
1710	GUILDNET	Partial capitation	MARCH 1, 2013	NEW YORK	10228.0	11424.0
1711	GUILDNET	Partial capitation	MARCH 1, 2013	SUFFOLK	590.0	11424.0
1712	GUILDNET	Partial capitation	MARCH 1, 2013	WESTCHESTER	19.0	11424.0
1714	HHH CHOICES	Partial capitation	MARCH 1, 2013	NEW YORK	1872.0	1883.0
1715	HHH CHOICES	Partial capitation	MARCH 1, 2013	WESTCHESTER	11.0	1883.0
1717	HIP OF GREATER NEW YORK	Partial capitation	MARCH 1, 2013	NASSAU	3.0	580.0
1718	HIP OF GREATER NEW YORK	Partial capitation	MARCH 1, 2013	NEW YORK	577.0	580.0
1720	INDEPENDENCE CARE SYSTEMS	Partial capitation	MARCH 1, 2013	NEW YORK	4172.0	4172.0
1722	METROPLUS 	Partial capitation	MARCH 1, 2013	NEW YORK	54.0	54.0
1724	SENIOR HEALTH PARTNERS INC	Partial capitation	MARCH 1, 2013	NASSAU	69.0	7528.0
1725	SENIOR HEALTH PARTNERS INC	Partial capitation	MARCH 1, 2013	NEW YORK	7459.0	7528.0
1727	SENIOR NETWORK HEALTH	Partial capitation	MARCH 1, 2013	HERKIMER	55.0	390.0
1728	SENIOR NETWORK HEALTH	Partial capitation	MARCH 1, 2013	ONEIDA	335.0	390.0
1730	SENIOR WHOLE HEALTH	Partial capitation	MARCH 1, 2013	NEW YORK	178.0	178.0
1732	TOTAL AGING IN PLACE PROGRAM	Partial capitation	MARCH 1, 2013	ERIE	125.0	125.0
1734	UNITED HEALTHCARE	Partial capitation	MARCH 1, 2013	NEW YORK	147.0	147.0
1736	VILLAGE CARE 	Partial capitation	MARCH 1, 2013	NEW YORK	1501.0	1501.0
1738	VNA HEALTHCARE OPTIONS	Partial capitation	MARCH 1, 2013	ONONDAGA	6.0	6.0
1740	VNS CHOICE	Partial capitation	MARCH 1, 2013	DUTCHESS	13.0	19304.0
1741	VNS CHOICE	Partial capitation	MARCH 1, 2013	NASSAU	270.0	19304.0
1742	VNS CHOICE	Partial capitation	MARCH 1, 2013	NEW YORK	18619.0	19304.0
1743	VNS CHOICE	Partial capitation	MARCH 1, 2013	ROCKLAND	13.0	19304.0
1744	VNS CHOICE	Partial capitation	MARCH 1, 2013	SUFFOLK	120.0	19304.0
1745	VNS CHOICE	Partial capitation	MARCH 1, 2013	ULSTER	1.0	19304.0
1746	VNS CHOICE	Partial capitation	MARCH 1, 2013	WESTCHESTER	268.0	19304.0
1748	WELLCARE	Partial capitation	MARCH 1, 2013	ERIE	32.0	4095.0
1749	WELLCARE	Partial capitation	MARCH 1, 2013	NEW YORK	4028.0	4095.0
1750	WELLCARE	Partial capitation	MARCH 1, 2013	ORANGE	11.0	4095.0
1751	WELLCARE	Partial capitation	MARCH 1, 2013	ROCKLAND	8.0	4095.0
1752	WELLCARE	Partial capitation	MARCH 1, 2013	ULSTER	16.0	4095.0
1763	PROVIDER	Partial capitation	APRIL 1, 2008	COUNTY	TOTAL ENROLLMENT	369.0
1764	PROVIDER	Partial capitation	APRIL 1, 2008	COUNTY	NUMB	369.0
1765	AMERIGROUP	Partial capitation	APRIL 1, 2008	NYC	369.0	369.0
1767	CCM SELECT	Partial capitation	APRIL 1, 2008	NYC	733.0	746.0
1768	CCM SELECT	Partial capitation	APRIL 1, 2008	WESTCHESTER	13.0	746.0
1770	COMPREHENSIVE CARE MGMT 	Partial capitation	APRIL 1, 2008	NYC	2164.0	2322.0
1771	COMPREHENSIVE CARE MGMT 	Partial capitation	APRIL 1, 2008	WESTCHESTER	158.0	2322.0
1773	EDDY SENIOR CARE	Partial capitation	APRIL 1, 2008	ALBANY	2.0	98.0
1774	EDDY SENIOR CARE	Partial capitation	APRIL 1, 2008	RENSSELAER	1.0	98.0
1775	EDDY SENIOR CARE	Partial capitation	APRIL 1, 2008	SCHENECTADY	1.0	98.0
1776	EDDY SENIOR CARE	Partial capitation	APRIL 1, 2008	SCHOHARIE	94.0	98.0
1778	ELANT	Partial capitation	APRIL 1, 2008	ORANGE	96.0	131.0
1779	ELANT	Partial capitation	APRIL 1, 2008	ROCKLAND	35.0	131.0
1781	GUILDNET	Partial capitation	APRIL 1, 2008	NASSAU	566.0	6766.0
1782	GUILDNET	Partial capitation	APRIL 1, 2008	NYC	6049.0	6766.0
1783	GUILDNET	Partial capitation	APRIL 1, 2008	SUFFOLK	151.0	6766.0
1785	HHH CHOICES	Partial capitation	APRIL 1, 2008	NYC	631.0	631.0
1787	HOMEFIRST	Partial capitation	APRIL 1, 2008	NYC	2572.0	2572.0
1789	INDEPENDENCE CARE SYSTEMS	Partial capitation	APRIL 1, 2008	NYC	1279.0	1279.0
1791	INDEPENDENT LIVING FOR SENIORS	Partial capitation	APRIL 1, 2008	MONROE	254.0	254.0
1793	PACE CNY	Partial capitation	APRIL 1, 2008	ONONDAGA	298.0	298.0
1795	PARTNERS IN COMMUNITY CARE	Partial capitation	APRIL 1, 2008	ORANGE	140.0	195.0
1796	PARTNERS IN COMMUNITY CARE	Partial capitation	APRIL 1, 2008	ROCKLAND	55.0	195.0
1798	SENIOR HEALTH PARTNERS INC	Partial capitation	APRIL 1, 2008	NYC	1025.0	1025.0
1800	SENIOR NETWORK HEALTH	Partial capitation	APRIL 1, 2008	HERKIMER	27.0	363.0
1801	SENIOR NETWORK HEALTH	Partial capitation	APRIL 1, 2008	ONEIDA	336.0	363.0
1803	TOTAL AGING IN PLACE PROGRAM	Partial capitation	APRIL 1, 2008	ERIE	137.0	137.0
1805	VNS CHOICE	Partial capitation	APRIL 1, 2008	NYC	6099.0	6099.0
1807	WELLCARE	Partial capitation	APRIL 1, 2008	NYC	32.0	32.0
1826	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2009	NEW YORK	2180.0	2386.0
1827	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2009	SUFFOLK	37.0	2386.0
1828	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2009	WESTCHESTER	169.0	2386.0
1830	EDDY SENIOR CARE	PACE plan	APRIL 1, 2009	ALBANY	1.0	109.0
1831	EDDY SENIOR CARE	PACE plan	APRIL 1, 2009	SCHENECTADY	107.0	109.0
1832	EDDY SENIOR CARE	PACE plan	APRIL 1, 2009	SCHOHARIE	1.0	109.0
1834	INDEPENDENT LIVING FOR SENIORS	PACE plan	APRIL 1, 2009	MONROE	230.0	230.0
1836	PACE CNY	PACE plan	APRIL 1, 2009	CHAUTAUQUA	1.0	309.0
1837	PACE CNY	PACE plan	APRIL 1, 2009	ONONDAGA	308.0	309.0
1839	TOTAL SENIOR CARE	PACE plan	APRIL 1, 2009	CATTARAUGUS	4.0	4.0
1844	AMERIGROUP	Partial capitation	APRIL 1, 2009	NEW YORK	479.0	479.0
1846	CCM SELECT	Partial capitation	APRIL 1, 2009	NEW YORK	1144.0	1163.0
1847	CCM SELECT	Partial capitation	APRIL 1, 2009	WESTCHESTER	19.0	1163.0
1849	ELANT	Partial capitation	APRIL 1, 2009	ORANGE	100.0	134.0
1850	ELANT	Partial capitation	APRIL 1, 2009	ROCKLAND	34.0	134.0
1852	GUILDNET	Partial capitation	APRIL 1, 2009	NASSAU	509.0	6457.0
1853	GUILDNET	Partial capitation	APRIL 1, 2009	NEW YORK	5706.0	6457.0
1854	GUILDNET	Partial capitation	APRIL 1, 2009	SUFFOLK	242.0	6457.0
1856	HHH CHOICES	Partial capitation	APRIL 1, 2009	NEW YORK	728.0	728.0
1858	HOMEFIRST	Partial capitation	APRIL 1, 2009	NEW YORK	3069.0	3069.0
1860	INDEPENDENCE CARE SYSTEMS	Partial capitation	APRIL 1, 2009	NEW YORK	1335.0	1335.0
1862	PARTNERS IN COMMUNITY CARE	Partial capitation	APRIL 1, 2009	ORANGE	160.0	260.0
1863	PARTNERS IN COMMUNITY CARE	Partial capitation	APRIL 1, 2009	ROCKLAND	100.0	260.0
1865	SENIOR HEALTH PARTNERS INC	Partial capitation	APRIL 1, 2009	NEW YORK	1470.0	1470.0
1867	SENIOR NETWORK HEALTH	Partial capitation	APRIL 1, 2009	HERKIMER	41.0	371.0
1868	SENIOR NETWORK HEALTH	Partial capitation	APRIL 1, 2009	ONEIDA	330.0	371.0
1870	TOTAL AGING IN PLACE PROGRAM	Partial capitation	APRIL 1, 2009	ERIE	141.0	141.0
1872	VNS CHOICE	Partial capitation	APRIL 1, 2009	NEW YORK	6944.0	6944.0
1874	WELLCARE	Partial capitation	APRIL 1, 2009	NEW YORK	195.0	195.0
1889	ARCHCARE SENIOR LIFE	PACE plan	APRIL 1, 2010	NEW YORK	38.0	38.0
1891	CHS BUFFALO LIFE	PACE plan	APRIL 1, 2010	ERIE	13.0	13.0
1893	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2010	NASSAU	11.0	2539.0
1894	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2010	NEW YORK	2293.0	2539.0
1895	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2010	SUFFOLK	58.0	2539.0
1896	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2010	WESTCHESTER	177.0	2539.0
1898	EDDY SENIOR CARE	PACE plan	APRIL 1, 2010	ALBANY	1.0	113.0
1899	EDDY SENIOR CARE	PACE plan	APRIL 1, 2010	SCHENECTADY	112.0	113.0
1901	INDEPENDENT LIVING FOR SENIORS	PACE plan	APRIL 1, 2010	MONROE	275.0	275.0
1903	PACE CNY	PACE plan	APRIL 1, 2010	CHAUTAUQUA	1.0	355.0
1904	PACE CNY	PACE plan	APRIL 1, 2010	ONONDAGA	354.0	355.0
1906	TOTAL SENIOR CARE	PACE plan	APRIL 1, 2010	CATTARAUGUS	36.0	36.0
1911	AMERIGROUP	Partial capitation	APRIL 1, 2010	NEW YORK	730.0	730.0
1913	CCM SELECT	Partial capitation	APRIL 1, 2010	NEW YORK	1599.0	1626.0
1914	CCM SELECT	Partial capitation	APRIL 1, 2010	WESTCHESTER	27.0	1626.0
1916	ELANT	Partial capitation	APRIL 1, 2010	ORANGE	115.0	151.0
1917	ELANT	Partial capitation	APRIL 1, 2010	ROCKLAND	36.0	151.0
1919	GUILDNET	Partial capitation	APRIL 1, 2010	NASSAU	470.0	6333.0
1920	GUILDNET	Partial capitation	APRIL 1, 2010	NEW YORK	5538.0	6333.0
1921	GUILDNET	Partial capitation	APRIL 1, 2010	SUFFOLK	325.0	6333.0
1923	HHH CHOICES	Partial capitation	APRIL 1, 2010	NEW YORK	828.0	828.0
1925	HOMEFIRST	Partial capitation	APRIL 1, 2010	NEW YORK	3629.0	3629.0
1927	INDEPENDENCE CARE SYSTEMS	Partial capitation	APRIL 1, 2010	NEW YORK	1469.0	1469.0
1929	PARTNERS IN COMMUNITY CARE	Partial capitation	APRIL 1, 2010	ORANGE	188.0	324.0
1930	PARTNERS IN COMMUNITY CARE	Partial capitation	APRIL 1, 2010	ROCKLAND	136.0	324.0
1932	SENIOR HEALTH PARTNERS INC	Partial capitation	APRIL 1, 2010	NEW YORK	2061.0	2061.0
1934	SENIOR NETWORK HEALTH	Partial capitation	APRIL 1, 2010	HERKIMER	49.0	387.0
1935	SENIOR NETWORK HEALTH	Partial capitation	APRIL 1, 2010	ONEIDA	338.0	387.0
1937	TOTAL AGING IN PLACE PROGRAM	Partial capitation	APRIL 1, 2010	ERIE	144.0	144.0
1939	VNS CHOICE	Partial capitation	APRIL 1, 2010	NEW YORK	7978.0	7978.0
1941	WELLCARE	Partial capitation	APRIL 1, 2010	NEW YORK	835.0	835.0
1956	ARCHCARE SENIOR LIFE	PACE plan	APRIL 1, 2011	NEW YORK	138.0	138.0
1958	CHS BUFFALO LIFE	PACE plan	APRIL 1, 2011	ERIE	43.0	43.0
1960	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2011	NASSAU	14.0	2584.0
1961	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2011	NEW YORK	2349.0	2584.0
1962	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2011	SUFFOLK	61.0	2584.0
1963	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2011	WESTCHESTER	160.0	2584.0
1965	EDDY SENIOR CARE	PACE plan	APRIL 1, 2011	ALBANY	4.0	118.0
1966	EDDY SENIOR CARE	PACE plan	APRIL 1, 2011	SCHENECTADY	114.0	118.0
1968	INDEPENDENT LIVING FOR SENIORS	PACE plan	APRIL 1, 2011	MONROE	271.0	271.0
1970	PACE CNY	PACE plan	APRIL 1, 2011	CHAUTAUQUA	0.0	385.0
1971	PACE CNY	PACE plan	APRIL 1, 2011	ONONDAGA	384.0	385.0
1972	PACE CNY	PACE plan	APRIL 1, 2011	OSWEGO	1.0	385.0
1974	TOTAL SENIOR CARE	PACE plan	APRIL 1, 2011	ALLEGANY	3.0	65.0
1975	TOTAL SENIOR CARE	PACE plan	APRIL 1, 2011	CATTARAUGUS	62.0	65.0
1980	AMERIGROUP	Partial capitation	APRIL 1, 2011	NEW YORK	997.0	997.0
1982	CCM SELECT	Partial capitation	APRIL 1, 2011	NEW YORK	1932.0	1969.0
1983	CCM SELECT	Partial capitation	APRIL 1, 2011	WESTCHESTER	37.0	1969.0
1985	ELANT	Partial capitation	APRIL 1, 2011	ORANGE	112.0	154.0
1986	ELANT	Partial capitation	APRIL 1, 2011	ROCKLAND	42.0	154.0
1988	ELDERPLAN	Partial capitation	APRIL 1, 2011	NEW YORK	3673.0	3673.0
1990	ELDERSERVE	Partial capitation	APRIL 1, 2011	NASSAU	18.0	431.0
1991	ELDERSERVE	Partial capitation	APRIL 1, 2011	NEW YORK	394.0	431.0
1992	ELDERSERVE	Partial capitation	APRIL 1, 2011	SUFFOLK	2.0	431.0
1993	ELDERSERVE	Partial capitation	APRIL 1, 2011	WESTCHESTER	17.0	431.0
1995	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2011	ORANGE	207.0	397.0
1996	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2011	ROCKLAND	190.0	397.0
1998	GUILDNET	Partial capitation	APRIL 1, 2011	NASSAU	464.0	6217.0
1999	GUILDNET	Partial capitation	APRIL 1, 2011	NEW YORK	5359.0	6217.0
2000	GUILDNET	Partial capitation	APRIL 1, 2011	SUFFOLK	394.0	6217.0
2002	HHH CHOICES	Partial capitation	APRIL 1, 2011	NEW YORK	993.0	993.0
2004	INDEPENDENCE CARE SYSTEMS	Partial capitation	APRIL 1, 2011	NEW YORK	1673.0	1673.0
2006	SENIOR HEALTH PARTNERS INC	Partial capitation	APRIL 1, 2011	NEW YORK	2685.0	2685.0
2008	SENIOR NETWORK HEALTH	Partial capitation	APRIL 1, 2011	HERKIMER	48.0	384.0
2009	SENIOR NETWORK HEALTH	Partial capitation	APRIL 1, 2011	ONEIDA	336.0	384.0
2011	TOTAL AGING IN PLACE PROGRAM	Partial capitation	APRIL 1, 2011	ERIE	135.0	135.0
2013	VNS CHOICE	Partial capitation	APRIL 1, 2011	NEW YORK	8918.0	8918.0
2015	WELLCARE	Partial capitation	APRIL 1, 2011	NEW YORK	1338.0	1338.0
2032	ARCHCARE SENIOR LIFE	PACE plan	APRIL 1, 2012	NEW YORK	207.0	207.0
2034	CHS BUFFALO LIFE	PACE plan	APRIL 1, 2012	ERIE	96.0	96.0
2036	COMPLETE SENIOR CARE	PACE plan	APRIL 1, 2012	NIAGARA	33.0	33.0
2038	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2012	NASSAU	22.0	3074.0
2039	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2012	NEW YORK	2825.0	3074.0
2040	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2012	SUFFOLK	69.0	3074.0
2041	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2012	WESTCHESTER	158.0	3074.0
2043	EDDY SENIOR CARE	PACE plan	APRIL 1, 2012	ALBANY	2.0	117.0
2044	EDDY SENIOR CARE	PACE plan	APRIL 1, 2012	SCHENECTADY	115.0	117.0
2046	INDEPENDENT LIVING FOR SENIORS	PACE plan	APRIL 1, 2012	MONROE	289.0	289.0
2048	PACE CNY	PACE plan	APRIL 1, 2012	ONONDAGA	416.0	417.0
2049	PACE CNY	PACE plan	APRIL 1, 2012	OSWEGO	1.0	417.0
2051	TOTAL SENIOR CARE	PACE plan	APRIL 1, 2012	ALLEGANY	5.0	81.0
2052	TOTAL SENIOR CARE	PACE plan	APRIL 1, 2012	CATTARAUGUS	76.0	81.0
2057	AMERIGROUP	Partial capitation	APRIL 1, 2012	NEW YORK	1478.0	1478.0
2059	CCM SELECT	Partial capitation	APRIL 1, 2012	NEW YORK	3973.0	4014.0
2060	CCM SELECT	Partial capitation	APRIL 1, 2012	WESTCHESTER	41.0	4014.0
2062	ELANT	Partial capitation	APRIL 1, 2012	ORANGE	122.0	177.0
2063	ELANT	Partial capitation	APRIL 1, 2012	ROCKLAND	55.0	177.0
2065	ELDERPLAN	Partial capitation	APRIL 1, 2012	NEW YORK	5327.0	5327.0
2067	ELDERSERVE	Partial capitation	APRIL 1, 2012	NASSAU	39.0	5675.0
2068	ELDERSERVE	Partial capitation	APRIL 1, 2012	NEW YORK	5552.0	5675.0
2069	ELDERSERVE	Partial capitation	APRIL 1, 2012	SUFFOLK	17.0	5675.0
2070	ELDERSERVE	Partial capitation	APRIL 1, 2012	WESTCHESTER	67.0	5675.0
2072	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2012	ORANGE	242.0	446.0
2073	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2012	ROCKLAND	204.0	446.0
2075	GUILDNET	Partial capitation	APRIL 1, 2012	NASSAU	510.0	8002.0
2076	GUILDNET	Partial capitation	APRIL 1, 2012	NEW YORK	7036.0	8002.0
2077	GUILDNET	Partial capitation	APRIL 1, 2012	SUFFOLK	456.0	8002.0
2079	HHH CHOICES	Partial capitation	APRIL 1, 2012	NEW YORK	1316.0	1316.0
2081	INDEPENDENCE CARE SYSTEMS	Partial capitation	APRIL 1, 2012	NEW YORK	2074.0	2074.0
2083	SENIOR HEALTH PARTNERS INC	Partial capitation	APRIL 1, 2012	NEW YORK	3705.0	3705.0
2085	SENIOR NETWORK HEALTH	Partial capitation	APRIL 1, 2012	HERKIMER	50.0	389.0
2086	SENIOR NETWORK HEALTH	Partial capitation	APRIL 1, 2012	ONEIDA	339.0	389.0
2088	TOTAL AGING IN PLACE PROGRAM	Partial capitation	APRIL 1, 2012	ERIE	124.0	124.0
2090	VNS CHOICE	Partial capitation	APRIL 1, 2012	NEW YORK	10524.0	10524.0
2092	WELLCARE	Partial capitation	APRIL 1, 2012	NEW YORK	2166.0	2166.0
2109	ARCHCARE SENIOR LIFE	PACE plan	APRIL 1, 2013	NEW YORK	222.0	222.0
2111	CHS BUFFALO LIFE	PACE plan	APRIL 1, 2013	ERIE	120.0	120.0
2113	COMPLETE SENIOR CARE	PACE plan	APRIL 1, 2013	NIAGARA	70.0	70.0
2115	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2013	NASSAU	27.0	3217.0
2116	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2013	NEW YORK	2938.0	3217.0
2117	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2013	SUFFOLK	76.0	3217.0
2118	COMPREHENSIVE CARE MGMT 	PACE plan	APRIL 1, 2013	WESTCHESTER	176.0	3217.0
2120	EDDY SENIOR CARE	PACE plan	APRIL 1, 2013	ALBANY	3.0	140.0
2121	EDDY SENIOR CARE	PACE plan	APRIL 1, 2013	SCHENECTADY	137.0	140.0
2123	INDEPENDENT LIVING FOR SENIORS	PACE plan	APRIL 1, 2013	MONROE	408.0	408.0
2125	PACE CNY	PACE plan	APRIL 1, 2013	ONONDAGA	426.0	427.0
2126	PACE CNY	PACE plan	APRIL 1, 2013	OSWEGO	1.0	427.0
2128	TOTAL SENIOR CARE	PACE plan	APRIL 1, 2013	ALLEGANY	9.0	89.0
2129	TOTAL SENIOR CARE	PACE plan	APRIL 1, 2013	CATTARAUGUS	80.0	89.0
2134	AETNA BETTER HEALTH	Partial capitation	APRIL 1, 2013	NASSAU	19.0	447.0
2135	AETNA BETTER HEALTH	Partial capitation	APRIL 1, 2013	NEW YORK	390.0	447.0
2136	AETNA BETTER HEALTH	Partial capitation	APRIL 1, 2013	SUFFOLK	38.0	447.0
2138	AGEWELL NEW YORK	Partial capitation	APRIL 1, 2013	NASSAU	65.0	443.0
2139	AGEWELL NEW YORK	Partial capitation	APRIL 1, 2013	NEW YORK	363.0	443.0
2140	AGEWELL NEW YORK	Partial capitation	APRIL 1, 2013	SUFFOLK	11.0	443.0
2141	AGEWELL NEW YORK	Partial capitation	APRIL 1, 2013	WESTCHESTER	4.0	443.0
2143	AMERIGROUP	Partial capitation	APRIL 1, 2013	NEW YORK	2726.0	2726.0
2145	ARCHCARE COMMUNITY LIFE	Partial capitation	APRIL 1, 2013	NEW YORK	217.0	365.0
2146	ARCHCARE COMMUNITY LIFE	Partial capitation	APRIL 1, 2013	WESTCHESTER	148.0	365.0
2148	CCM SELECT	Partial capitation	APRIL 1, 2013	NASSAU	8.0	7938.0
2149	CCM SELECT	Partial capitation	APRIL 1, 2013	NEW YORK	7566.0	7938.0
2150	CCM SELECT	Partial capitation	APRIL 1, 2013	ROCKLAND	148.0	7938.0
2151	CCM SELECT	Partial capitation	APRIL 1, 2013	SUFFOLK	26.0	7938.0
2152	CCM SELECT	Partial capitation	APRIL 1, 2013	WESTCHESTER	190.0	7938.0
2154	CENTERS PLAN FOR HEALTHY LIVING	Partial capitation	APRIL 1, 2013	NEW YORK	149.0	149.0
2156	ELANT	Partial capitation	APRIL 1, 2013	DUTCHESS	27.0	283.0
2157	ELANT	Partial capitation	APRIL 1, 2013	ORANGE	132.0	283.0
2158	ELANT	Partial capitation	APRIL 1, 2013	ROCKLAND	124.0	283.0
2160	ELDERPLAN	Partial capitation	APRIL 1, 2013	MONROE	56.0	7774.0
2161	ELDERPLAN	Partial capitation	APRIL 1, 2013	NASSAU	10.0	7774.0
2162	ELDERPLAN	Partial capitation	APRIL 1, 2013	NEW YORK	7572.0	7774.0
2163	ELDERPLAN	Partial capitation	APRIL 1, 2013	SUFFOLK	2.0	7774.0
2164	ELDERPLAN	Partial capitation	APRIL 1, 2013	WESTCHESTER	134.0	7774.0
2166	ELDERSERVE	Partial capitation	APRIL 1, 2013	NASSAU	43.0	8458.0
2167	ELDERSERVE	Partial capitation	APRIL 1, 2013	NEW YORK	8282.0	8458.0
2168	ELDERSERVE	Partial capitation	APRIL 1, 2013	SUFFOLK	27.0	8458.0
2169	ELDERSERVE	Partial capitation	APRIL 1, 2013	WESTCHESTER	106.0	8458.0
2171	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	ALBANY	41.0	4920.0
2172	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	CHAUTAUQUA	2.0	4920.0
2173	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	COLUMBIA	3.0	4920.0
2174	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	CORTLAND	1.0	4920.0
2175	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	DUTCHESS	7.0	4920.0
2176	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	ERIE	5.0	4920.0
2177	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	ESSEX	1.0	4920.0
2178	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	FULTON	1.0	4920.0
2179	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	HERKIMER	3.0	4920.0
2180	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	MONROE	2.0	4920.0
2181	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	MONTGOMERY	2.0	4920.0
2182	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	NASSAU	33.0	4920.0
2183	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	NEW YORK	4224.0	4920.0
2184	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	ONEIDA	10.0	4920.0
2185	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	ONONDAGA	6.0	4920.0
2186	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	ORANGE	248.0	4920.0
2187	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	OSWEGO	3.0	4920.0
2188	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	PUTNAM	3.0	4920.0
2189	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	RENSSELAER	17.0	4920.0
2190	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	ROCKLAND	220.0	4920.0
2191	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	SCHENECTADY	11.0	4920.0
2192	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	SUFFOLK	39.0	4920.0
2193	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	SULLIVAN	1.0	4920.0
2194	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	ULSTER	12.0	4920.0
2195	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	WARREN	1.0	4920.0
2196	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	WASHINGTON	8.0	4920.0
2197	FIDELIS CARE AT HOME	Partial capitation	APRIL 1, 2013	WESTCHESTER	16.0	4920.0
2199	GUILDNET	Partial capitation	APRIL 1, 2013	NASSAU	638.0	11895.0
2200	GUILDNET	Partial capitation	APRIL 1, 2013	NEW YORK	10602.0	11895.0
2201	GUILDNET	Partial capitation	APRIL 1, 2013	SUFFOLK	630.0	11895.0
2202	GUILDNET	Partial capitation	APRIL 1, 2013	WESTCHESTER	25.0	11895.0
2204	HHH CHOICES	Partial capitation	APRIL 1, 2013	NEW YORK	1973.0	1986.0
2205	HHH CHOICES	Partial capitation	APRIL 1, 2013	WESTCHESTER	13.0	1986.0
2207	HIP OF GREATER NEW YORK	Partial capitation	APRIL 1, 2013	NASSAU	9.0	659.0
2208	HIP OF GREATER NEW YORK	Partial capitation	APRIL 1, 2013	NEW YORK	649.0	659.0
2209	HIP OF GREATER NEW YORK	Partial capitation	APRIL 1, 2013	SUFFOLK	1.0	659.0
2211	INDEPENDENCE CARE SYSTEMS	Partial capitation	APRIL 1, 2013	NEW YORK	4382.0	4382.0
